,year,price,mileage,engine_size,Automatic,Manual,Other_Transmission,Semi-Auto,Diesel,Hybrid,Other_Fuel,Petrol
393,2017.0,18795,46294.0,2.1,1,0,0,0,1,0,0,0
394,2016.0,15220,39656.0,2.1,0,0,0,1,1,0,0,0
395,2017.0,21440,13096.0,2.1,0,0,0,1,1,0,0,0
396,2017.0,20200,21462.0,2.1,0,0,0,1,1,0,0,0
397,2018.0,19660,5232.0,1.6,0,0,0,1,1,0,0,0
398,2017.0,22990,15527.0,2.1,0,0,0,1,1,0,0,0
399,2018.0,22770,21200.0,2.1,0,0,0,1,1,0,0,0
400,2018.0,19775,45335.0,2.1,0,0,0,1,1,0,0,0
401,2017.0,24660,9873.0,2.1,0,0,0,1,1,0,0,0
402,2017.0,33495,22574.0,4.0,0,0,0,1,0,0,0,1
403,2019.0,26890,1705.0,1.6,0,0,0,1,0,0,0,1
404,2019.0,26885,2622.0,1.6,0,0,0,1,0,0,0,1
405,2019.0,34790,5298.0,2.0,0,0,0,1,1,0,0,0
406,2017.0,18495,22994.0,2.0,0,0,0,1,0,0,0,1
407,2016.0,15699,30301.0,2.1,0,0,0,1,1,0,0,0
408,2017.0,18499,28480.0,1.6,0,0,0,1,1,0,0,0
409,2018.0,24799,20087.0,2.0,0,0,0,1,0,0,0,1
410,2017.0,18995,11800.0,2.1,1,0,0,0,1,0,0,0
411,2014.0,15280,25901.0,2.1,0,0,0,1,1,0,0,0
412,2014.0,14795,20417.0,2.0,1,0,0,0,0,0,0,1
413,2018.0,19840,14467.0,2.1,1,0,0,0,1,0,0,0
414,2014.0,13791,53144.0,2.1,0,0,0,1,1,0,0,0
415,2017.0,24360,14346.0,2.1,0,0,0,1,1,0,0,0
416,2016.0,16990,35991.0,2.1,0,0,0,1,1,0,0,0
417,2016.0,17990,30795.0,2.1,0,0,0,1,1,0,0,0
418,2014.0,14990,56958.0,2.1,0,0,0,1,1,0,0,0
419,2016.0,15990,26957.0,1.6,0,0,0,1,1,0,0,0
420,2017.0,16998,26281.0,1.6,0,0,0,1,1,0,0,0
421,2016.0,21495,16723.0,2.1,0,0,0,1,1,0,0,0
422,2016.0,20995,14909.0,2.1,0,0,0,1,1,0,0,0
423,2018.0,20495,24158.0,2.1,0,0,0,1,1,0,0,0
424,2019.0,24736,10605.0,2.0,0,0,0,1,1,0,0,0
425,2017.0,21595,12648.0,2.1,0,0,0,1,1,0,0,0
426,2017.0,21295,36135.0,2.1,0,0,0,1,1,0,0,0
427,2016.0,19995,19488.0,2.1,0,0,0,1,1,0,0,0
428,2017.0,23495,23033.0,2.1,0,0,0,1,1,0,0,0
429,2016.0,15490,22178.0,1.6,0,0,0,1,1,0,0,0
430,2017.0,17000,23400.0,2.1,0,0,0,1,1,0,0,0
431,2017.0,16402,22214.0,2.0,1,0,0,0,0,0,0,1
432,2019.0,20682,10920.0,2.1,1,0,0,0,1,0,0,0
433,2018.0,29232,8673.0,2.0,0,0,0,1,1,0,0,0
434,2015.0,14698,39687.0,2.0,0,0,0,1,0,0,0,1
435,2014.0,14288,54230.0,2.1,0,0,0,1,1,0,0,0
436,2018.0,18265,16974.0,2.1,0,0,0,1,1,0,0,0
437,2014.0,15971,14354.0,2.0,0,0,0,1,0,0,0,1
438,2017.0,19465,35599.0,2.0,1,0,0,0,0,0,0,1
439,2017.0,16210,32632.0,2.1,0,0,0,1,1,0,0,0
440,2016.0,16990,35394.0,2.1,0,0,0,1,1,0,0,0
441,2017.0,20990,19733.0,2.0,0,0,0,1,0,0,0,1
442,2016.0,17699,15511.0,2.0,0,0,0,1,0,0,0,1
443,2017.0,18495,41857.0,2.1,0,0,0,1,1,0,0,0
444,2019.0,28995,4099.0,1.5,0,0,0,1,0,0,0,1
445,2016.0,14495,50995.0,1.6,1,0,0,0,1,0,0,0
446,2014.0,13950,45527.0,2.1,0,0,0,1,1,0,0,0
447,2014.0,12750,74000.0,2.1,0,0,0,1,1,0,0,0
448,2016.0,19495,45907.0,2.1,1,0,0,0,0,1,0,0
449,2016.0,18995,38305.0,2.1,0,0,0,1,1,0,0,0
450,2018.0,19950,33082.0,2.1,0,0,0,1,1,0,0,0
451,2017.0,19498,22424.0,2.1,0,0,0,1,1,0,0,0
452,2014.0,16360,46425.0,2.1,0,0,0,1,1,0,0,0
453,2017.0,16767,24425.0,2.1,1,0,0,0,1,0,0,0
454,2014.0,10190,62448.0,2.1,0,0,0,1,1,0,0,0
455,2018.0,19298,39383.0,2.0,0,0,0,1,0,1,0,0
456,2015.0,15998,32023.0,2.1,0,0,0,1,1,0,0,0
457,2016.0,15998,25202.0,1.6,0,0,0,1,1,0,0,0
458,2017.0,24698,28631.0,2.1,0,0,0,1,1,0,0,0
459,2016.0,14398,29002.0,2.1,0,0,0,1,1,0,0,0
460,2014.0,15998,66140.0,2.1,0,0,0,1,1,0,0,0
461,2018.0,19950,33082.0,2.1,0,0,0,1,1,0,0,0
462,2014.0,11149,39173.0,2.1,0,0,0,1,1,0,0,0
463,2018.0,17990,27000.0,2.0,0,0,0,1,0,0,0,1
464,2017.0,16490,17000.0,2.1,0,0,0,1,1,0,0,0
465,2017.0,18450,35000.0,2.0,0,0,0,1,0,1,0,0
466,2015.0,11850,39877.0,2.1,0,0,0,1,1,0,0,0
467,2017.0,16350,14893.0,1.6,0,0,0,1,1,0,0,0
468,2015.0,10477,81816.0,2.0,0,0,0,1,0,0,0,1
469,2018.0,18998,15408.0,2.0,0,0,0,1,0,0,0,1
470,2016.0,15870,40998.0,2.1,1,0,0,0,1,0,0,0
471,2016.0,16700,23539.0,2.1,1,0,0,0,1,0,0,0
472,2017.0,19502,37293.0,2.0,0,0,0,1,0,0,0,1
473,2019.0,28332,7866.0,2.0,1,0,0,0,1,0,0,0
474,2016.0,17992,14160.0,2.1,0,0,0,1,1,0,0,0
475,2019.0,49280,962.0,4.0,1,0,0,0,0,0,0,1
476,2019.0,28810,2695.0,2.0,1,0,0,0,1,0,0,0
477,2019.0,30000,7311.0,2.0,1,0,0,0,0,0,0,1
478,2015.0,17901,9601.0,2.0,0,0,0,1,0,0,0,1
479,2017.0,19971,28735.0,2.1,0,0,0,1,1,0,0,0
480,2018.0,26281,10997.0,2.1,0,0,0,1,1,0,0,0
481,2017.0,17791,20392.0,2.1,0,0,0,1,1,0,0,0
482,2016.0,16998,59208.0,2.1,1,0,0,0,0,1,0,0
483,2014.0,14498,39442.0,2.1,0,0,0,1,1,0,0,0
484,2016.0,16998,35721.0,2.1,0,0,0,1,1,0,0,0
485,2015.0,16990,7976.0,2.0,1,0,0,0,0,0,0,1
486,2016.0,19798,29643.0,2.1,0,0,0,1,1,0,0,0
487,2016.0,16998,21967.0,2.0,0,0,0,1,0,0,0,1
488,2017.0,16750,20000.0,2.1,0,0,0,1,1,0,0,0
489,2015.0,12880,32786.0,2.1,0,0,0,1,1,0,0,0
490,2017.0,18660,23257.0,2.1,0,0,0,1,1,0,0,0
491,2016.0,17990,59625.0,2.1,0,0,0,1,1,0,0,0
492,2018.0,25882,12145.0,2.1,1,0,0,0,1,0,0,0
493,2019.0,29046,5971.0,2.0,1,0,0,0,1,0,0,0
494,2019.0,26256,14895.0,2.0,0,0,0,1,1,0,0,0
495,2017.0,20498,5630.0,1.6,0,0,0,1,1,0,0,0
496,2013.0,11298,37964.0,1.6,0,0,0,1,0,0,0,1
497,2017.0,16500,14077.0,2.1,0,0,0,1,1,0,0,0
498,2014.0,16990,40000.0,2.0,0,0,0,1,0,0,0,1
499,2017.0,25232,15104.0,2.1,1,0,0,0,1,0,0,0
500,2018.0,30022,6061.0,2.0,1,0,0,0,1,0,0,0
501,2016.0,15952,34327.0,2.1,1,0,0,0,1,0,0,0
502,2015.0,15542,49436.0,2.1,0,0,0,1,1,0,0,0
503,2019.0,39995,4604.0,3.0,0,0,0,1,0,0,0,1
504,2019.0,25995,10085.0,2.0,0,0,0,1,1,0,0,0
505,2019.0,26995,5745.0,2.0,0,0,0,1,0,0,0,1
506,2016.0,17950,20005.0,2.1,1,0,0,0,1,0,0,0
507,2017.0,15267,25820.0,2.0,0,1,0,0,0,0,0,1
508,2016.0,18247,16975.0,2.0,1,0,0,0,0,1,0,0
509,2016.0,15067,21553.0,1.6,0,1,0,0,1,0,0,0
510,2015.0,13917,43097.0,2.0,1,0,0,0,0,0,0,1
511,2015.0,15990,26400.0,2.0,1,0,0,0,0,0,0,1
512,2016.0,18833,17593.0,2.1,1,0,0,0,1,0,0,0
513,2019.0,28980,8501.0,2.0,1,0,0,0,1,0,0,0
514,2020.0,28220,4501.0,1.6,0,0,0,1,1,0,0,0
515,2017.0,23572,18495.0,2.1,1,0,0,0,1,0,0,0
516,2017.0,14702,52207.0,2.0,0,1,0,0,0,0,0,1
517,2019.0,20495,13742.0,2.0,0,0,0,1,1,0,0,0
518,2016.0,18495,30000.0,2.1,0,0,0,1,0,1,0,0
519,2017.0,15495,31070.0,2.0,0,1,0,0,0,0,0,1
520,2017.0,30995,22191.0,3.0,1,0,0,0,0,0,0,1
521,2017.0,25995,20875.0,2.1,1,0,0,0,1,0,0,0
522,2019.0,23995,15280.0,1.5,0,0,0,1,0,0,0,1
523,2019.0,25495,631.0,2.1,0,0,0,1,1,0,0,0
524,2019.0,26495,3918.0,2.0,0,0,0,1,1,0,0,0
525,2016.0,17995,33000.0,2.1,0,0,0,1,1,0,0,0
526,2017.0,20981,7693.0,2.0,0,1,0,0,0,0,0,1
527,2019.0,33530,6780.0,3.0,1,0,0,0,0,0,0,1
528,2017.0,22532,20150.0,2.0,0,0,0,1,0,0,0,1
529,2019.0,27036,10415.0,2.0,1,0,0,0,1,0,0,0
530,2019.0,30236,7831.0,2.0,1,0,0,0,0,0,0,1
531,2018.0,25298,8702.0,2.0,0,0,0,1,0,0,0,1
532,2017.0,25498,6067.0,2.1,1,0,0,0,1,0,0,0
533,2016.0,21698,15804.0,2.0,0,0,0,1,0,1,0,0
534,2015.0,15790,19830.0,2.0,0,0,0,1,0,0,0,1
535,2017.0,33000,10439.0,3.0,0,0,0,1,0,0,0,1
536,2016.0,16998,13795.0,1.6,0,0,0,1,1,0,0,0
537,2017.0,20612,27526.0,2.1,0,0,0,1,1,0,0,0
538,2016.0,18211,16206.0,2.1,0,0,0,1,1,0,0,0
539,2019.0,49780,5654.0,4.0,1,0,0,0,0,0,0,1
540,2016.0,26495,22456.0,3.0,0,0,0,1,0,0,0,1
541,2017.0,20680,22486.0,2.1,0,0,0,1,1,0,0,0
542,2017.0,16299,30612.0,2.1,1,0,0,0,1,0,0,0
543,2019.0,27998,10134.0,2.0,0,0,0,1,1,0,0,0
544,2017.0,18240,44118.0,2.0,0,0,0,1,0,1,0,0
545,2017.0,22792,11163.0,2.0,0,0,0,1,0,0,0,1
546,2019.0,24000,7286.0,1.5,0,0,0,1,0,0,0,1
547,2019.0,30980,3402.0,1.5,0,0,0,1,0,0,0,1
548,2017.0,18231,20185.0,2.0,0,0,0,1,0,0,0,1
549,2014.0,14601,60000.0,2.1,0,0,0,1,1,0,0,0
550,2019.0,28887,9985.0,2.0,1,0,0,0,1,0,0,0
551,2018.0,23247,10137.0,2.1,1,0,0,0,1,0,0,0
552,2017.0,22720,14161.0,2.1,1,0,0,0,1,0,0,0
553,2017.0,18115,20846.0,2.0,0,0,0,1,0,0,0,1
554,2019.0,28429,5866.0,1.6,0,0,0,1,1,0,0,0
555,2020.0,32480,16.0,2.0,0,0,0,1,1,0,0,0
556,2019.0,41500,3805.0,3.0,0,0,0,1,0,0,0,1
557,2016.0,20480,20169.0,2.1,0,0,0,1,1,0,0,0
558,2016.0,21000,22156.0,2.1,0,0,0,1,1,0,0,0
559,2019.0,45980,3830.0,3.0,0,0,0,1,0,0,0,1
560,2019.0,20980,4908.0,1.5,0,0,0,1,0,0,0,1
561,2016.0,19750,25000.0,2.1,0,0,0,1,1,0,0,0
562,2020.0,39995,5000.0,1.5,0,0,0,1,0,0,0,1
563,2020.0,37995,5000.0,1.5,0,0,0,1,0,0,0,1
564,2020.0,69995,250.0,4.0,0,0,0,1,0,0,0,1
565,2020.0,31995,5000.0,1.6,0,0,0,1,1,0,0,0
566,2019.0,38995,12357.0,3.0,0,0,0,1,0,0,0,1
567,2019.0,59995,1400.0,4.0,0,0,0,1,0,0,0,1
568,2017.0,15280,27832.0,1.6,0,1,0,0,1,0,0,0
569,2017.0,35420,24057.0,4.0,0,0,0,1,0,0,0,1
570,2017.0,17980,38609.0,2.1,0,0,0,1,1,0,0,0
571,2016.0,16890,60677.0,2.1,0,0,0,1,1,0,0,0
572,2020.0,36990,2151.0,2.0,0,0,0,1,0,0,0,1
573,2016.0,14750,28612.0,2.1,1,0,0,0,1,0,0,0
574,2016.0,20365,21430.0,2.0,0,0,0,1,0,0,0,1
575,2016.0,21505,16703.0,2.1,1,0,0,0,1,0,0,0
576,2018.0,24791,16052.0,2.0,0,0,0,1,0,0,0,1
577,2015.0,16581,23985.0,2.1,0,0,0,1,1,0,0,0
578,2019.0,27810,6621.0,2.0,1,0,0,0,1,0,0,0
579,2018.0,28750,7140.0,2.0,1,0,0,0,1,0,0,0
580,2017.0,26790,4910.0,2.0,1,0,0,0,0,0,0,1
581,2016.0,17981,10581.0,1.6,0,0,0,1,1,0,0,0
582,2019.0,29890,1646.0,2.0,1,0,0,0,0,0,0,1
583,2019.0,24980,15000.0,1.6,1,0,0,0,1,0,0,0
584,2015.0,19990,12469.0,2.1,0,0,0,1,1,0,0,0
585,2019.0,25980,13624.0,1.5,0,0,0,1,0,0,0,1
586,2019.0,24980,2072.0,2.0,0,0,0,1,0,0,0,1
587,2016.0,20995,19805.0,2.1,1,0,0,0,1,0,0,0
588,2017.0,21630,21994.0,2.1,1,0,0,0,1,0,0,0
589,2014.0,12262,39547.0,2.1,0,0,0,1,1,0,0,0
590,2020.0,29880,3000.0,2.0,0,0,0,1,1,0,0,0
591,2016.0,22790,9600.0,2.0,0,0,0,1,0,0,0,1
592,2016.0,16657,24247.0,2.1,0,0,0,1,1,0,0,0
593,2019.0,27480,10100.0,2.0,1,0,0,0,1,0,0,0
594,2019.0,20980,12794.0,2.0,0,0,0,1,1,0,0,0
595,2016.0,18280,36946.0,2.1,0,0,0,1,1,0,0,0
596,2019.0,26480,11487.0,2.0,0,0,0,1,1,0,0,0
597,2018.0,21000,16424.0,2.1,0,0,0,1,1,0,0,0
598,2019.0,27980,9731.0,2.0,0,0,0,1,1,0,0,0
599,2019.0,28480,13435.0,2.0,0,0,0,1,1,0,0,0
600,2018.0,24480,10859.0,2.1,0,0,0,1,1,0,0,0
601,2019.0,24980,4444.0,1.5,0,0,0,1,0,0,0,1
602,2015.0,17790,8726.0,2.1,1,0,0,0,1,0,0,0
603,2015.0,14690,68647.0,2.1,0,0,0,1,1,0,0,0
604,2018.0,22991,7615.0,2.1,0,0,0,1,1,0,0,0
605,2017.0,20150,40993.0,2.1,0,0,0,1,1,0,0,0
606,2019.0,28290,2300.0,2.0,1,0,0,0,1,0,0,0
607,2017.0,20091,24991.0,2.1,0,0,0,1,1,0,0,0
608,2016.0,17498,63507.0,2.1,0,0,0,1,0,1,0,0
609,2015.0,10998,92589.0,2.1,0,1,0,0,1,0,0,0
610,2016.0,15798,41279.0,2.1,0,0,0,1,1,0,0,0
611,2017.0,16495,25656.0,1.6,0,0,0,1,1,0,0,0
612,2019.0,41070,7969.0,3.0,1,0,0,0,0,0,0,1
613,2016.0,17822,19682.0,2.1,0,0,0,1,1,0,0,0
614,2019.0,43990,3318.0,2.0,1,0,0,0,0,1,0,0
615,2019.0,38610,6249.0,3.0,1,0,0,0,0,0,0,1
616,2019.0,34990,3196.0,1.6,1,0,0,0,1,0,0,0
617,2017.0,20022,35214.0,2.1,0,0,0,1,1,0,0,0
618,2017.0,17313,14364.0,2.0,1,0,0,0,0,0,0,1
619,2017.0,24352,8884.0,2.1,1,0,0,0,1,0,0,0
620,2017.0,18372,26508.0,2.0,0,0,0,1,0,0,0,1
621,2015.0,16592,25230.0,2.1,0,0,0,1,1,0,0,0
622,2019.0,22156,15179.0,1.5,1,0,0,0,0,0,0,1
623,2017.0,17282,27107.0,2.1,0,0,0,1,1,0,0,0
624,2019.0,31716,9785.0,2.0,0,0,0,1,1,0,0,0
625,2017.0,22852,21750.0,2.1,0,0,0,1,1,0,0,0
626,2015.0,15212,36120.0,2.1,0,0,0,1,1,0,0,0
627,2016.0,20092,25803.0,2.1,0,0,0,1,1,0,0,0
628,2017.0,23572,18495.0,2.1,1,0,0,0,1,0,0,0
629,2019.0,28896,6765.0,2.0,1,0,0,0,1,0,0,0
630,2019.0,30516,5465.0,2.0,1,0,0,0,0,0,0,1
631,2019.0,23206,9150.0,2.0,1,0,0,0,1,0,0,0
632,2019.0,27826,6522.0,2.0,1,0,0,0,0,0,0,1
633,2016.0,25532,15129.0,2.0,1,0,0,0,0,0,0,1
634,2018.0,25812,11451.0,2.1,0,0,0,1,1,0,0,0
635,2018.0,22480,10339.0,2.1,0,0,0,1,1,0,0,0
636,2015.0,10397,79881.0,2.1,0,1,0,0,1,0,0,0
637,2017.0,33202,21524.0,3.0,1,0,0,0,0,0,0,1
638,2018.0,27622,8984.0,1.5,0,0,0,1,0,0,0,1
639,2015.0,12672,44121.0,2.1,0,1,0,0,1,0,0,0
640,2015.0,13898,17426.0,2.0,0,1,0,0,0,0,0,1
641,2017.0,18498,42100.0,2.0,0,0,0,1,0,1,0,0
642,2019.0,24998,12999.0,2.0,0,0,0,1,1,0,0,0
643,2016.0,16009,39924.0,1.6,1,0,0,0,1,0,0,0
644,2017.0,13980,21300.0,2.0,0,1,0,0,0,0,0,1
645,2017.0,14980,45034.0,2.1,0,1,0,0,1,0,0,0
646,2017.0,18830,42437.0,2.0,0,0,0,1,0,1,0,0
647,2017.0,19250,30796.0,2.0,0,0,0,1,0,1,0,0
648,2014.0,13251,56219.0,2.1,0,0,0,1,1,0,0,0
649,2015.0,13390,88218.0,2.1,1,0,0,0,0,1,0,0
650,2017.0,17230,33538.0,2.0,0,0,0,1,0,0,0,1
651,2019.0,28480,15160.0,1.5,0,0,0,1,0,0,0,1
652,2019.0,29480,10844.0,2.0,0,0,0,1,0,0,0,1
653,2019.0,42000,3864.0,3.0,0,0,0,1,0,0,0,1
654,2019.0,50981,7721.0,3.0,1,0,0,0,0,0,0,1
655,2015.0,17712,22958.0,1.6,0,0,0,1,1,0,0,0
656,2019.0,39290,4651.0,3.0,0,0,0,1,0,0,0,1
657,2017.0,27462,13258.0,2.0,1,0,0,0,0,0,0,1
658,2020.0,39981,4065.0,2.0,0,0,0,1,1,0,0,0
659,2017.0,34981,28174.0,4.0,0,0,0,1,0,0,0,1
660,2018.0,19902,45734.0,2.1,0,0,0,1,1,0,0,0
661,2019.0,31040,4511.0,2.0,0,0,0,1,1,0,0,0
662,2019.0,20482,14061.0,1.5,0,0,0,1,0,0,0,1
663,2019.0,26056,10096.0,1.5,0,0,0,1,0,0,0,1
664,2015.0,10610,83047.0,1.6,0,1,0,0,1,0,0,0
665,2017.0,14965,40623.0,1.6,0,0,0,1,1,0,0,0
666,2016.0,19490,26900.0,2.1,0,0,0,1,1,0,0,0
667,2016.0,14700,59023.0,1.6,1,0,0,0,1,0,0,0
668,2016.0,13200,52684.0,1.6,0,1,0,0,1,0,0,0
669,2014.0,13100,78845.0,2.1,0,0,0,1,1,0,0,0
670,2013.0,10404,42477.0,1.6,0,0,0,1,0,0,0,1
671,2017.0,24998,15754.0,2.1,0,0,0,1,1,0,0,0
672,2019.0,23991,9179.0,2.0,0,0,0,1,1,0,0,0
673,2017.0,23981,55381.0,2.1,0,0,0,1,1,0,0,0
674,2016.0,14981,35000.0,1.6,0,0,0,1,1,0,0,0
675,2014.0,15981,49552.0,2.1,0,0,0,1,1,0,0,0
676,2018.0,25302,17933.0,2.1,0,0,0,1,1,0,0,0
677,2017.0,34981,22056.0,3.0,0,0,0,1,0,0,0,1
678,2017.0,16481,43678.0,2.1,0,0,0,1,1,0,0,0
679,2019.0,59830,6234.0,4.0,1,0,0,0,0,0,0,1
680,2016.0,17902,29607.0,1.6,0,0,0,1,1,0,0,0
681,2019.0,29592,7325.0,2.0,1,0,0,0,0,0,0,1
682,2017.0,18970,19858.0,1.6,1,0,0,0,1,0,0,0
683,2016.0,21870,7576.0,2.1,0,0,0,1,1,0,0,0
684,2015.0,16260,18025.0,2.1,0,0,0,1,1,0,0,0
685,2015.0,15480,35223.0,2.1,0,1,0,0,1,0,0,0
686,2019.0,24980,11589.0,1.5,0,0,0,1,0,0,0,1
687,2019.0,29000,6349.0,1.5,0,0,0,1,0,0,0,1
688,2019.0,23980,5164.0,1.5,0,0,0,1,0,0,0,1
689,2019.0,25980,14284.0,2.0,0,0,0,1,1,0,0,0
690,2019.0,25980,15070.0,2.0,0,0,0,1,1,0,0,0
691,2019.0,29500,6936.0,2.0,0,0,0,1,0,0,0,1
692,2017.0,18480,33105.0,2.1,0,0,0,1,1,0,0,0
693,2018.0,27980,12173.0,2.0,0,0,0,1,1,0,0,0
694,2019.0,24980,4238.0,1.5,0,0,0,1,0,0,0,1
695,2019.0,29980,8709.0,2.0,0,0,0,1,1,0,0,0
696,2016.0,19000,28632.0,2.1,0,0,0,1,1,0,0,0
697,2020.0,28490,16388.0,2.0,0,0,0,1,1,0,0,0
698,2017.0,16791,45624.0,2.1,0,0,0,1,1,0,0,0
699,2016.0,17148,34794.0,2.1,1,0,0,0,1,0,0,0
700,2016.0,17491,33532.0,2.1,0,0,0,1,1,0,0,0
701,2019.0,28480,8900.0,2.0,1,0,0,0,1,0,0,0
702,2019.0,28990,5904.0,2.0,1,0,0,0,1,0,0,0
703,2019.0,35740,20016.0,3.0,0,0,0,1,0,0,0,1
704,2019.0,28351,555.0,2.0,1,0,0,0,1,0,0,0
705,2018.0,28652,8928.0,1.5,1,0,0,0,0,0,0,1
706,2017.0,21991,20249.0,2.1,0,0,0,1,1,0,0,0
707,2017.0,49991,26000.0,4.0,1,0,0,0,0,0,0,1
708,2020.0,33111,4000.0,2.0,0,0,0,1,1,0,0,0
709,2019.0,34070,14413.0,2.0,1,0,0,0,1,0,0,0
710,2018.0,23022,8890.0,2.0,1,0,0,0,1,0,0,0
711,2019.0,53991,8011.0,3.0,1,0,0,0,0,0,0,1
712,2017.0,20836,20742.0,2.1,1,0,0,0,0,1,0,0
713,2019.0,26530,3995.0,1.6,1,0,0,0,1,0,0,0
714,2019.0,25830,6516.0,1.6,1,0,0,0,1,0,0,0
715,2016.0,18340,43650.0,2.1,0,1,0,0,1,0,0,0
716,2017.0,20340,34611.0,2.1,0,0,0,1,1,0,0,0
717,2017.0,19980,38515.0,2.1,0,0,0,1,1,0,0,0
718,2019.0,26550,4001.0,2.0,1,0,0,0,1,0,0,0
719,2018.0,21430,7011.0,1.6,0,0,0,1,1,0,0,0
720,2018.0,24810,20496.0,2.1,0,0,0,1,1,0,0,0
721,2020.0,28590,1501.0,1.6,0,0,0,1,1,0,0,0
722,2015.0,13500,37020.0,1.6,0,0,0,1,1,0,0,0
723,2015.0,17000,17222.0,2.0,1,0,0,0,0,0,0,1
724,2014.0,16964,20281.0,2.1,1,0,0,0,1,0,0,0
725,2018.0,22680,20039.0,2.1,1,0,0,0,1,0,0,0
726,2017.0,18995,40400.0,2.0,0,0,0,1,0,1,0,0
727,2017.0,16995,24844.0,1.6,0,0,0,1,1,0,0,0
728,2017.0,13610,32783.0,2.0,0,1,0,0,0,0,0,1
729,2016.0,16000,19019.0,1.6,0,1,0,0,1,0,0,0
730,2020.0,31480,9.0,2.0,0,0,0,1,1,0,0,0
731,2017.0,21000,19566.0,2.1,0,0,0,1,1,0,0,0
732,2019.0,31980,3986.0,2.0,0,0,0,1,1,0,0,0
733,2019.0,31000,3144.0,2.0,0,0,0,1,1,0,0,0
734,2017.0,17480,11906.0,2.1,0,0,0,1,1,0,0,0
735,2019.0,31980,16.0,1.5,0,0,0,1,0,0,0,1
736,2019.0,44980,4887.0,3.0,0,0,0,1,0,0,0,1
737,2019.0,31480,3229.0,2.0,0,0,0,1,1,0,0,0
738,2019.0,30480,6646.0,2.0,0,0,0,1,1,0,0,0
739,2019.0,35980,3566.0,2.0,0,0,0,1,1,0,0,0
740,2019.0,29980,16.0,1.6,0,0,0,1,1,0,0,0
741,2020.0,32980,16.0,2.0,0,0,0,1,1,0,0,0
742,2019.0,38500,3999.0,3.0,0,0,0,1,0,0,0,1
743,2017.0,19480,31822.0,2.0,0,0,0,1,0,1,0,0
744,2019.0,66990,9625.0,4.0,1,0,0,0,0,0,0,1
745,2017.0,25172,30525.0,2.0,1,0,0,0,0,0,0,1
746,2019.0,28466,3074.0,1.5,1,0,0,0,0,0,0,1
747,2019.0,30572,5524.0,1.5,1,0,0,0,0,0,0,1
748,2019.0,29782,7859.0,2.0,1,0,0,0,0,0,0,1
749,2019.0,27066,6655.0,2.0,1,0,0,0,0,0,0,1
750,2019.0,20676,14163.0,2.0,1,0,0,0,1,0,0,0
751,2019.0,24306,15253.0,2.0,0,0,0,1,1,0,0,0
752,2015.0,17682,27852.0,2.1,0,0,0,1,1,0,0,0
753,2018.0,29532,7809.0,2.0,0,0,0,1,1,0,0,0
754,2017.0,20480,12283.0,2.1,0,0,0,1,1,0,0,0
755,2019.0,28980,3695.0,2.0,0,0,0,1,1,0,0,0
756,2019.0,19980,14269.0,1.5,0,0,0,1,0,0,0,1
757,2017.0,17980,32259.0,2.1,0,0,0,1,1,0,0,0
758,2019.0,28480,4665.0,2.0,0,0,0,1,0,0,0,1
759,2017.0,24880,14843.0,2.1,1,0,0,0,1,0,0,0
760,2020.0,35980,9.0,2.0,0,0,0,1,1,0,0,0
761,2020.0,32480,16.0,2.0,0,0,0,1,1,0,0,0
762,2020.0,22980,16.0,1.6,0,1,0,0,0,0,0,1
763,2020.0,31980,16.0,2.0,0,0,0,1,1,0,0,0
764,2020.0,31980,16.0,2.0,0,0,0,1,1,0,0,0
765,2019.0,31480,16.0,2.0,0,0,0,1,1,0,0,0
766,2019.0,29980,16.0,1.5,0,0,0,1,0,0,0,1
767,2019.0,35980,9.0,2.0,0,0,0,1,1,0,0,0
768,2019.0,31980,9.0,2.0,0,0,0,1,1,0,0,0
769,2019.0,29980,5428.0,2.0,0,0,0,1,1,0,0,0
770,2020.0,33980,16.0,2.0,0,0,0,1,1,0,0,0
771,2020.0,29980,9.0,1.5,0,0,0,1,0,0,0,1
772,2017.0,19980,16624.0,2.1,0,0,0,1,1,0,0,0
773,2019.0,33980,9.0,2.0,0,0,0,1,1,0,0,0
774,2019.0,31980,9.0,2.0,0,0,0,1,1,0,0,0
775,2019.0,27500,5866.0,1.5,0,0,0,1,0,0,0,1
776,2019.0,26000,9180.0,2.0,0,0,0,1,1,0,0,0
777,2019.0,31980,16.0,2.0,0,0,0,1,1,0,0,0
778,2019.0,30980,4288.0,1.6,0,0,0,1,1,0,0,0
779,2019.0,35980,1844.0,2.0,0,0,0,1,1,0,0,0
780,2019.0,32980,16.0,1.5,0,0,0,1,0,0,0,1
781,2019.0,36980,9.0,2.0,1,0,0,0,1,0,0,0
782,2019.0,20980,14694.0,1.5,0,0,0,1,0,0,0,1
783,2019.0,20980,13137.0,1.5,0,0,0,1,0,0,0,1
784,2017.0,15980,34692.0,2.1,0,1,0,0,1,0,0,0
785,2018.0,27980,13199.0,2.0,0,0,0,1,1,0,0,0
786,2019.0,29980,4616.0,2.0,0,0,0,1,1,0,0,0
787,2019.0,29980,9227.0,2.0,0,0,0,1,1,0,0,0
788,2017.0,17280,42294.0,2.1,0,0,0,1,1,0,0,0
789,2019.0,27980,14742.0,2.0,0,0,0,1,1,0,0,0
790,2018.0,25480,9830.0,1.5,0,0,0,1,0,0,0,1
